5,0022	59,0000
5,0224	41,0000
5,0426	70,0000
5,0629	54,0000
5,0831	54,0000
5,1033	60,0000
5,1235	61,0000
5,1437	49,0000
5,1639	55,0000
5,1841	54,0000
5,2044	52,0000
5,2246	47,0000
5,2448	49,0000
5,2650	47,0000
5,2852	40,0000
5,3054	37,0000
5,3256	49,0000
5,3458	44,0000
5,3661	31,0000
5,3863	44,0000
5,4065	50,0000
5,4267	42,0000
5,4469	42,0000
5,4671	41,0000
5,4873	53,0000
5,5076	38,0000
5,5278	34,0000
5,5480	42,0000
5,5682	41,0000
5,5884	37,0000
5,6086	34,0000
5,6288	29,0000
5,6490	38,0000
5,6693	22,0000
5,6895	49,0000
5,7097	43,0000
5,7299	41,0000
5,7501	31,0000
5,7703	30,0000
5,7905	30,0000
5,8108	43,0000
5,8310	35,0000
5,8512	30,0000
5,8714	26,0000
5,8916	32,0000
5,9118	24,0000
5,9320	31,0000
5,9523	24,0000
5,9725	23,0000
5,9927	23,0000
6,0129	20,0000
6,0331	23,0000
6,0533	24,0000
6,0735	23,0000
6,0937	8,0000
6,1140	17,0000
6,1342	25,0000
6,1544	20,0000
6,1746	14,0000
6,1948	12,0000
6,2150	15,0000
6,2352	18,0000
6,2555	19,0000
6,2757	20,0000
6,2959	15,0000
6,3161	21,0000
6,3363	19,0000
6,3565	19,0000
6,3767	23,0000
6,3969	25,0000
6,4172	18,0000
6,4374	21,0000
6,4576	21,0000
6,4778	19,0000
6,4980	13,0000
6,5182	24,0000
6,5384	12,0000
6,5587	23,0000
6,5789	23,0000
6,5991	20,0000
6,6193	13,0000
6,6395	17,0000
6,6597	21,0000
6,6799	13,0000
6,7001	11,0000
6,7204	11,0000
6,7406	15,0000
6,7608	9,0000
6,7810	19,0000
6,8012	21,0000
6,8214	18,0000
6,8416	15,0000
6,8619	18,0000
6,8821	17,0000
6,9023	19,0000
6,9225	14,0000
6,9427	13,0000
6,9629	14,0000
6,9831	12,0000
7,0033	13,0000
7,0236	17,0000
7,0438	9,0000
7,0640	17,0000
7,0842	15,0000
7,1044	15,0000
7,1246	11,0000
7,1448	14,0000
7,1651	14,0000
7,1853	20,0000
7,2055	11,0000
7,2257	15,0000
7,2459	14,0000
7,2661	8,0000
7,2863	13,0000
7,3065	17,0000
7,3268	12,0000
7,3470	15,0000
7,3672	13,0000
7,3874	18,0000
7,4076	14,0000
7,4278	14,0000
7,4480	8,0000
7,4683	9,0000
7,4885	19,0000
7,5087	9,0000
7,5289	13,0000
7,5491	8,0000
7,5693	12,0000
