9.86E-01,3.33
9.35E-01,2.56
8.88E-01,2.3665
8.36E-01,2.2432
7.95E-01,2.1232
7.43E-01,2.0405
6.92E-01,1.9176
6.48E-01,1.8401
5.94E-01,1.7671
5.48E-01,1.6954
4.96E-01,1.5831
4.46E-01,1.504
3.93E-01,1.3586
3.43E-01,1.2412
2.90E-01,1.1224
2.45E-01,1.0339
1.96E-01,0.9021
1.46E-01,0.7931
9.35E-02,0.6709
5.39E-02,0.5745
