Time (YYYY-MM-DD hh:mm:ss);Time (ms);Time since start (s);Raw, Sensor 1 - H2 (MilliVolt);Sensor 1 - H2 (μmol/L);Cal. ID, Sensor 1 - H2;Raw, Sensor 2 - None (Temperature);Sensor 2 - None (°C);Cal. ID, Sensor 2 - None;Raw, Sensor 3 - Pressure (MilliVolt);Sensor 3 - Pressure (mbar);Cal. ID, Sensor 3 - Pressure;
2025-10-21 17:26:24;847;0;0.315699994564056;0.352899998426437;3;19.6392002105713;19.6392002105713;0;980.695007324219;980.695007324219;0;
2025-10-21 17:26:25;813;0.966;0.338299989700317;0.373800009489059;3;19.6469993591309;19.6469993591309;0;980.690002441406;980.690002441406;0;
2025-10-21 17:26:26;815;1.968;0.42849999666214;0.456400007009506;3;19.6457004547119;19.6457004547119;0;980.692993164063;980.692993164063;0;
2025-10-21 17:26:27;830;2.983;0.235499992966652;0.279199987649918;3;19.6469993591309;19.6469993591309;0;980.68701171875;980.68701171875;0;
2025-10-21 17:26:28;845;3.998;0.561299979686737;0.578400015830994;3;19.6495990753174;19.6495990753174;0;980.690002441406;980.690002441406;0;
2025-10-21 17:26:29;847;5;0.452800005674362;0.478700011968613;3;19.6522006988525;19.6522006988525;0;980.693969726563;980.693969726563;0;
2025-10-21 17:26:30;852;6.005;0.332800000905991;0.368499994277954;3;19.6522006988525;19.6522006988525;0;980.690979003906;980.690979003906;0;
2025-10-21 17:26:31;856;7.009;0.334500014781952;0.370099991559982;3;19.656099319458;19.656099319458;0;980.693969726563;980.693969726563;0;
2025-10-21 17:26:32;869;8.022;0.656899988651276;0.666000008583069;3;19.6548004150391;19.6548004150391;0;980.692016601563;980.692016601563;0;
2025-10-21 17:26:33;881;9.034;0.310400009155273;0.347900003194809;3;19.656099319458;19.656099319458;0;980.695983886719;980.695983886719;0;
2025-10-21 17:26:34;894;10.047;0.287400007247925;0.326799988746643;3;19.6574001312256;19.6574001312256;0;980.693969726563;980.693969726563;0;
2025-10-21 17:26:35;920;11.073;0.263399988412857;0.304800003767014;3;19.6574001312256;19.6574001312256;0;980.689025878906;980.689025878906;0;
2025-10-21 17:26:36;932;12.085;0.340999990701675;0.375999987125397;3;19.6651992797852;19.6651992797852;0;980.689025878906;980.689025878906;0;
2025-10-21 17:26:37;946;13.099;0.507099986076355;0.528299987316132;3;19.6587009429932;19.6587009429932;0;980.692993164063;980.692993164063;0;
