Time (YYYY-MM-DD hh:mm:ss);Time (ms);Time since start (s);Raw, Sensor 1 - H2 (MilliVolt);Sensor 1 - H2 (μmol/L);Cal. ID, Sensor 1 - H2;Raw, Sensor 2 - TEMP-UNIAMP (Temperature);Sensor 2 - TEMP-UNIAMP (°C);Cal. ID, Sensor 2 - TEMP-UNIAMP;Raw, Sensor 3 - Pressure (MilliVolt);Sensor 3 - Pressure (mbar);Cal. ID, Sensor 3 - Pressure;
2025-11-19 19:31:21;516;0;-0.247099995613098;0.0948999971151352;2;19.8596000671387;19.8596000671387;0;983.3759765625;983.3759765625;0;
2025-11-19 19:31:22;505;0.989;-0.23929999768734;0.102300003170967;2;19.8621997833252;19.8621997833252;0;983.3759765625;983.3759765625;0;
2025-11-19 19:31:23;506;1.99;-0.34799998998642;-0.00039999998989515;2;19.8621997833252;19.8621997833252;0;983.370971679688;983.370971679688;0;
2025-11-19 19:31:24;506;2.99;-0.357400000095367;-0.00920000020414591;2;19.8609008789063;19.8609008789063;0;983.370971679688;983.370971679688;0;
2025-11-19 19:31:25;508;3.992;-0.246999993920326;0.0949999988079071;2;19.8647994995117;19.8647994995117;0;983.369995117188;983.369995117188;0;
2025-11-19 19:31:26;513;4.997;-0.124899998307228;0.210299998521805;2;19.8570003509521;19.8570003509521;0;983.367980957031;983.367980957031;0;
2025-11-19 19:31:27;522;6.006;-0.42519998550415;-0.0732000023126602;2;19.8596000671387;19.8596000671387;0;983.367004394531;983.367004394531;0;
2025-11-19 19:31:28;526;7.01;-0.191599994897842;0.147300004959106;2;19.8621997833252;19.8621997833252;0;983.364013671875;983.364013671875;0;
2025-11-19 19:31:29;537;8.021;-0.398999989032745;-0.0485000014305115;2;19.8673992156982;19.8673992156982;0;983.362976074219;983.362976074219;0;
2025-11-19 19:31:30;553;9.037;-0.254700005054474;0.0878000035881996;2;19.8686008453369;19.8686008453369;0;983.366027832031;983.366027832031;0;
2025-11-19 19:31:31;554;10.038;-0.254700005054474;0.0878000035881996;2;19.8686008453369;19.8686008453369;0;983.366027832031;983.366027832031;0;
2025-11-19 19:31:32;555;11.039;-0.318300008773804;0.0277999993413687;2;19.8687000274658;19.8687000274658;0;983.361999511719;983.361999511719;0;
2025-11-19 19:31:33;568;12.052;-0.442099988460541;-0.0891000032424927;2;19.8635005950928;19.8635005950928;0;983.357971191406;983.357971191406;0;
2025-11-19 19:31:34;570;13.054;-0.201100006699562;0.138400003314018;2;19.8661003112793;19.8661003112793;0;983.364013671875;983.364013671875;0;
2025-11-19 19:31:35;584;14.068;-0.287200003862381;0.0571000017225742;2;19.8712005615234;19.8712005615234;0;983.361022949219;983.361022949219;0;
2025-11-19 19:31:36;585;15.069;-0.343100011348724;0.00430000014603138;2;19.8647994995117;19.8647994995117;0;983.356994628906;983.356994628906;0;
2025-11-19 19:31:37;600;16.084;-0.44539999961853;-0.0922000035643578;2;19.8686008453369;19.8686008453369;0;983.356018066406;983.356018066406;0;
2025-11-19 19:31:38;601;17.085;-0.275499999523163;0.0681999996304512;2;19.8635005950928;19.8635005950928;0;983.35302734375;983.35302734375;0;
2025-11-19 19:31:39;602;18.086;-0.410800009965897;-0.0595999993383884;2;19.8635005950928;19.8635005950928;0;983.351013183594;983.351013183594;0;
2025-11-19 19:31:40;602;19.086;-0.397399991750717;-0.0469999983906746;2;19.8609008789063;19.8609008789063;0;983.357971191406;983.357971191406;0;
2025-11-19 19:31:41;602;20.086;-0.285699993371964;0.0584999993443489;2;19.8621997833252;19.8621997833252;0;983.35400390625;983.35400390625;0;
2025-11-19 19:31:42;616;21.1;-0.285699993371964;0.0584999993443489;2;19.8621997833252;19.8621997833252;0;983.35400390625;983.35400390625;0;
2025-11-19 19:31:43;632;22.116;-0.281100004911423;0.0627999976277351;2;19.8570003509521;19.8570003509521;0;983.35400390625;983.35400390625;0;
2025-11-19 19:31:44;633;23.117;-0.396899998188019;-0.0465000011026859;2;19.8647994995117;19.8647994995117;0;983.348999023438;983.348999023438;0;
2025-11-19 19:31:45;633;24.117;-0.395599991083145;-0.0452000014483929;2;19.8673992156982;19.8673992156982;0;983.35498046875;983.35498046875;0;
2025-11-19 19:31:46;635;25.119;-0.192900002002716;0.145999997854233;2;19.8647994995117;19.8647994995117;0;983.356018066406;983.356018066406;0;
2025-11-19 19:31:47;646;26.13;-0.259299993515015;0.0834000036120415;2;19.8673992156982;19.8673992156982;0;983.351989746094;983.351989746094;0;
2025-11-19 19:31:48;647;27.131;-0.366299986839294;-0.0175999999046326;2;19.8686008453369;19.8686008453369;0;983.348999023438;983.348999023438;0;
2025-11-19 19:31:49;648;28.132;-0.443800002336502;-0.0908000022172928;2;19.8698997497559;19.8698997497559;0;983.356994628906;983.356994628906;0;
2025-11-19 19:31:50;648;29.132;-0.440299987792969;-0.087399996817112;2;19.8647994995117;19.8647994995117;0;983.359008789063;983.359008789063;0;
2025-11-19 19:31:51;663;30.147;-0.3682000041008;-0.0194000005722046;2;19.8686008453369;19.8686008453369;0;983.361022949219;983.361022949219;0;
2025-11-19 19:31:52;678;31.162;-0.302199989557266;0.0428999997675419;2;19.8712005615234;19.8712005615234;0;983.364013671875;983.364013671875;0;
2025-11-19 19:31:53;679;32.163;-0.302199989557266;0.0428999997675419;2;19.8712005615234;19.8712005615234;0;983.364013671875;983.364013671875;0;
2025-11-19 19:31:54;680;33.164;-0.353899985551834;-0.0059000002220273;2;19.8661003112793;19.8661003112793;0;983.361999511719;983.361999511719;0;
2025-11-19 19:31:55;681;34.165;-0.287000000476837;0.0571999996900558;2;19.8661003112793;19.8661003112793;0;983.364990234375;983.364990234375;0;
2025-11-19 19:31:56;695;35.179;-0.255100011825562;0.0873000025749207;2;19.8661003112793;19.8661003112793;0;983.367980957031;983.367980957031;0;
2025-11-19 19:31:57;698;36.182;-0.461600005626678;-0.107500001788139;2;19.8724994659424;19.8724994659424;0;983.380981445313;983.380981445313;0;
2025-11-19 19:31:58;698;37.182;-0.412800014019012;-0.0615000016987324;2;19.8647994995117;19.8647994995117;0;983.379028320313;983.379028320313;0;
2025-11-19 19:31:59;699;38.183;-0.219600006937981;0.120899997651577;2;19.8661003112793;19.8661003112793;0;983.367980957031;983.367980957031;0;
2025-11-19 19:32:00;700;39.184;-0.355699986219406;-0.00749999983236194;2;19.8712005615234;19.8712005615234;0;983.3759765625;983.3759765625;0;
2025-11-19 19:32:01;710;40.194;-0.278499990701675;0.0653000026941299;2;19.8700008392334;19.8700008392334;0;983.379028320313;983.379028320313;0;
2025-11-19 19:32:02;711;41.195;-0.285699993371964;0.0584999993443489;2;19.8661003112793;19.8661003112793;0;983.380004882813;983.380004882813;0;
2025-11-19 19:32:03;712;42.196;-0.285699993371964;0.0584999993443489;2;19.8661003112793;19.8661003112793;0;983.380004882813;983.380004882813;0;
2025-11-19 19:32:04;713;43.197;-0.483399987220764;-0.128099992871284;2;19.8712005615234;19.8712005615234;0;983.379028320313;983.379028320313;0;
2025-11-19 19:32:05;713;44.197;-0.260199993848801;0.0825000032782555;2;19.8698997497559;19.8698997497559;0;983.370971679688;983.370971679688;0;
2025-11-19 19:32:06;726;45.21;-0.297100007534027;0.0476999990642071;2;19.8661003112793;19.8661003112793;0;983.383972167969;983.383972167969;0;
2025-11-19 19:32:07;726;46.21;-0.419900000095367;-0.0681999996304512;2;19.8661003112793;19.8661003112793;0;983.385986328125;983.385986328125;0;
2025-11-19 19:32:08;740;47.224;-0.278699994087219;0.0650999993085861;2;19.8698997497559;19.8698997497559;0;983.387023925781;983.387023925781;0;
2025-11-19 19:32:09;755;48.239;-0.245600000023842;0.0962999984622002;2;19.8687000274658;19.8687000274658;0;983.383972167969;983.383972167969;0;
